x,y,width,height,confidence,class_id,Broadcaster,Video,Frame
457.82306,837.3805,794.0049,1476.6443,0.8468498,0.0,WDR,RPReplay_Final1741874852.mov,1000
133.01662,1264.8645,179.35728,633.14294,0.6915985,0.0,WDR,RPReplay_Final1741874852.mov,1000
129.4127,900.70074,166.21872,306.55847,0.5690207,0.0,WDR,RPReplay_Final1741874852.mov,1000
406.0093,1383.5394,454.0058,383.0459,0.3074202,0.0,WDR,RPReplay_Final1741874852.mov,1000
469.6104,842.05695,779.386,1452.3339,0.8697712,0.0,WDR,RPReplay_Final1741874852.mov,1025
140.05278,1087.3427,189.13324,946.2581,0.44859433,0.0,WDR,RPReplay_Final1741874852.mov,1025
450.09818,812.25165,815.88727,1528.307,0.85935277,0.0,WDR,RPReplay_Final1741874852.mov,1050
168.57098,495.92892,247.39668,917.32135,0.30155218,0.0,WDR,RPReplay_Final1741874852.mov,1050
472.36365,308.27115,513.91187,582.34735,0.25538495,0.0,WDR,RPReplay_Final1741874852.mov,1050
149.91476,694.22156,207.4442,397.71677,0.2504373,56.0,WDR,RPReplay_Final1741874852.mov,1050
448.57346,808.5327,815.2813,1519.2522,0.9207239,0.0,WDR,RPReplay_Final1741874852.mov,1075
447.9731,807.8029,815.34,1516.9479,0.9051087,0.0,WDR,RPReplay_Final1741874852.mov,1100
445.98837,825.07745,807.5881,1495.7894,0.9187142,0.0,WDR,RPReplay_Final1741874852.mov,1125
449.18146,821.963,817.43616,1536.5952,0.89709693,0.0,WDR,RPReplay_Final1741874852.mov,1150
446.74496,824.271,817.76105,1499.918,0.9222418,0.0,WDR,RPReplay_Final1741874852.mov,1175
443.3595,809.6547,827.4219,1531.9078,0.919206,0.0,WDR,RPReplay_Final1741874852.mov,1200
441.51306,808.99,828.928,1517.689,0.90283555,0.0,WDR,RPReplay_Final1741874852.mov,1225
443.90466,803.01276,817.83276,1531.7748,0.9201635,0.0,WDR,RPReplay_Final1741874852.mov,1250
445.64502,816.77026,808.12146,1529.5645,0.9096068,0.0,WDR,RPReplay_Final1741874852.mov,1275
449.7395,804.5428,815.5006,1512.8895,0.92105085,0.0,WDR,RPReplay_Final1741874852.mov,1300
447.16904,860.316,814.4456,1418.8851,0.9115793,0.0,WDR,RPReplay_Final1741874852.mov,1325
444.324,847.17926,807.1634,1460.1986,0.9049505,0.0,WDR,RPReplay_Final1741874852.mov,1350
411.99585,1149.793,642.82434,114.07605,0.33098423,27.0,WDR,RPReplay_Final1741874852.mov,1350
447.2984,848.5789,811.36926,1462.9252,0.9232163,0.0,WDR,RPReplay_Final1741874852.mov,1375
442.2519,845.96,803.31177,1456.9933,0.91471857,0.0,WDR,RPReplay_Final1741874852.mov,1400
449.56223,810.83246,808.1805,1509.8644,0.9019734,0.0,WDR,RPReplay_Final1741874852.mov,1425
156.04857,574.8826,126.37374,255.62692,0.5600017,40.0,WDR,RPReplay_Final1741874852.mov,1425
151.53668,798.9199,222.22577,1508.7327,0.46289247,0.0,WDR,RPReplay_Final1741874852.mov,1425
155.64958,247.63219,228.2474,393.47806,0.2996542,0.0,WDR,RPReplay_Final1741874852.mov,1425
447.3945,808.47876,811.9731,1530.6548,0.888657,0.0,WDR,RPReplay_Final1741874852.mov,1450
164.96626,247.9312,248.464,403.16403,0.48850933,0.0,WDR,RPReplay_Final1741874852.mov,1450
445.417,822.8897,810.0785,1518.3182,0.89909935,0.0,WDR,RPReplay_Final1741874852.mov,1475
689.15295,335.6902,336.3103,651.5145,0.31963083,0.0,WDR,RPReplay_Final1741874852.mov,1475
449.39362,815.40576,811.1018,1507.4819,0.90462005,0.0,WDR,RPReplay_Final1741874852.mov,1500
207.47903,646.5021,328.16638,1145.292,0.54105103,0.0,WDR,RPReplay_Final1741874852.mov,1500
449.5655,820.2145,815.9772,1500.2537,0.88902956,0.0,WDR,RPReplay_Final1741874852.mov,1525
200.4347,501.12796,310.76,868.0289,0.4638555,0.0,WDR,RPReplay_Final1741874852.mov,1525
203.83904,612.854,282.1644,336.60623,0.43565664,9.0,WDR,RPReplay_Final1741874852.mov,1525
676.42053,98.7199,349.4177,169.22054,0.31929412,0.0,WDR,RPReplay_Final1741874852.mov,1525
454.853,810.30835,796.1175,1330.0691,0.8240849,0.0,WDR,RPReplay_Final1741874852.mov,1550
776.16223,488.16492,154.6275,528.7052,0.63264805,0.0,WDR,RPReplay_Final1741874852.mov,1550
109.16292,891.37537,132.94098,365.8316,0.54660743,56.0,WDR,RPReplay_Final1741874852.mov,1550
231.9773,494.0659,271.4016,492.60052,0.52457094,0.0,WDR,RPReplay_Final1741874852.mov,1550
784.07367,1514.9624,137.02893,103.155396,0.5004621,41.0,WDR,RPReplay_Final1741874852.mov,1550
242.73814,1486.312,405.81284,179.349,0.4537262,56.0,WDR,RPReplay_Final1741874852.mov,1550
490.97806,1502.6045,88.456604,153.16492,0.36774936,41.0,WDR,RPReplay_Final1741874852.mov,1550
586.01697,1491.022,145.36127,169.13696,0.36386603,41.0,WDR,RPReplay_Final1741874852.mov,1550
91.284134,610.3723,99.840485,323.28085,0.29514855,0.0,WDR,RPReplay_Final1741874852.mov,1550
248.91702,440.6916,235.26552,386.96848,0.2672953,0.0,WDR,RPReplay_Final1741874852.mov,1550
241.29034,1447.8315,401.198,246.13489,0.26244354,56.0,WDR,RPReplay_Final1741874852.mov,1550
470.36548,800.38416,763.13464,1351.3989,0.8490982,0.0,WDR,RPReplay_Final1741874852.mov,1575
231.1896,490.39673,255.48506,491.28006,0.6531011,0.0,WDR,RPReplay_Final1741874852.mov,1575
490.79602,1501.1411,86.84485,155.71301,0.5467276,41.0,WDR,RPReplay_Final1741874852.mov,1575
110.5278,885.7295,135.28552,358.30145,0.5403628,56.0,WDR,RPReplay_Final1741874852.mov,1575
784.7345,477.92572,144.03107,499.1903,0.5215453,0.0,WDR,RPReplay_Final1741874852.mov,1575
242.99039,1484.2834,406.66455,182.68262,0.48559585,56.0,WDR,RPReplay_Final1741874852.mov,1575
784.0773,1516.7114,136.43042,108.70862,0.35936615,41.0,WDR,RPReplay_Final1741874852.mov,1575
91.065475,606.5971,99.8103,327.91098,0.3143885,0.0,WDR,RPReplay_Final1741874852.mov,1575
582.44257,1491.3245,155.15286,172.4596,0.3127681,41.0,WDR,RPReplay_Final1741874852.mov,1575
242.13525,425.82654,228.14717,364.21277,0.2780701,0.0,WDR,RPReplay_Final1741874852.mov,1575
239.05804,1446.573,397.21075,253.91467,0.2560787,56.0,WDR,RPReplay_Final1741874852.mov,1575
448.16327,802.86017,808.97546,1333.1996,0.87128377,0.0,WDR,RPReplay_Final1741874852.mov,1600
105.22895,885.0398,125.0641,349.2741,0.55949765,56.0,WDR,RPReplay_Final1741874852.mov,1600
227.75308,493.12918,257.80292,484.91156,0.50888026,0.0,WDR,RPReplay_Final1741874852.mov,1600
783.8711,481.9168,145.4076,503.09378,0.5029359,0.0,WDR,RPReplay_Final1741874852.mov,1600
490.6303,1501.7456,87.271454,154.47827,0.473739,41.0,WDR,RPReplay_Final1741874852.mov,1600
783.9435,1514.8875,136.70294,104.17737,0.4150828,41.0,WDR,RPReplay_Final1741874852.mov,1600
243.71097,1450.9226,406.2544,244.66418,0.39921302,56.0,WDR,RPReplay_Final1741874852.mov,1600
91.037964,605.079,99.105194,327.95908,0.33798873,0.0,WDR,RPReplay_Final1741874852.mov,1600
583.8377,1490.282,150.70212,172.96863,0.33199987,41.0,WDR,RPReplay_Final1741874852.mov,1600
448.7777,833.3888,800.369,1406.1145,0.7152982,0.0,WDR,RPReplay_Final1741874852.mov,1625
114.01407,886.31146,142.52228,361.9784,0.5660388,56.0,WDR,RPReplay_Final1741874852.mov,1625
490.9392,1502.3517,87.218475,153.6145,0.5504585,41.0,WDR,RPReplay_Final1741874852.mov,1625
249.41785,493.54218,306.1264,493.05933,0.49213555,0.0,WDR,RPReplay_Final1741874852.mov,1625
244.16058,1458.2432,406.48413,231.37512,0.48984167,56.0,WDR,RPReplay_Final1741874852.mov,1625
783.79175,1517.174,136.508,108.43628,0.4720082,41.0,WDR,RPReplay_Final1741874852.mov,1625
584.1025,1490.4731,151.58789,171.01318,0.37533215,41.0,WDR,RPReplay_Final1741874852.mov,1625
765.5423,484.90735,181.33752,488.0968,0.35516495,0.0,WDR,RPReplay_Final1741874852.mov,1625
90.72636,602.08417,98.63576,332.60867,0.3544606,0.0,WDR,RPReplay_Final1741874852.mov,1625
804.93384,482.97244,96.20648,508.7553,0.35086527,0.0,WDR,RPReplay_Final1741874852.mov,1625
720.277,456.30508,203.91962,398.41058,0.26175508,0.0,WDR,RPReplay_Final1741874852.mov,1625
444.52963,793.14014,813.15546,1560.2087,0.91746706,0.0,WDR,RPReplay_Final1741874852.mov,1650
445.94095,835.79297,809.3144,1473.4089,0.90416825,0.0,WDR,RPReplay_Final1741874852.mov,1675
378.8292,274.23007,531.2464,522.0423,0.69767326,0.0,WDR,RPReplay_Final1741874852.mov,1675
449.01898,814.9594,810.89465,1513.232,0.9197192,0.0,WDR,RPReplay_Final1741874852.mov,1700
360.30206,286.23822,484.3566,548.7612,0.64871645,0.0,WDR,RPReplay_Final1741874852.mov,1700
444.88617,788.83057,812.36816,1563.5442,0.9098942,0.0,WDR,RPReplay_Final1741874852.mov,1725
445.41968,804.862,811.1575,1529.0165,0.9480398,0.0,WDR,RPReplay_Final1741874852.mov,1750
448.4448,808.1159,822.2956,1519.2794,0.9060084,0.0,WDR,RPReplay_Final1741874852.mov,1775
446.5249,790.1754,811.3751,1531.04,0.86705446,0.0,WDR,RPReplay_Final1741874852.mov,1800
446.95645,811.80304,811.37616,1507.7369,0.8901822,0.0,WDR,RPReplay_Final1741874852.mov,1825
504.92618,680.70245,670.6705,1081.1678,0.68255144,0.0,WDR,RPReplay_Final1741876315.mov,25
550.5214,694.6821,592.44006,1097.0576,0.6948909,0.0,WDR,RPReplay_Final1741876315.mov,50
451.34286,682.81805,809.5994,1072.9589,0.70309436,0.0,WDR,RPReplay_Final1741876315.mov,75
538.4273,693.6609,632.07855,1088.2671,0.7105195,0.0,WDR,RPReplay_Final1741876315.mov,100
556.2749,696.3969,585.26733,1089.3043,0.66915905,0.0,WDR,RPReplay_Final1741876315.mov,125
435.6917,701.8936,815.0211,1053.1891,0.84440976,0.0,WDR,RPReplay_Final1741876315.mov,150
434.38214,674.5974,844.2811,1094.6721,0.86199147,0.0,WDR,RPReplay_Final1741876315.mov,175
429.9436,666.3747,832.2788,1074.6718,0.8947027,0.0,WDR,RPReplay_Final1741876315.mov,200
434.455,671.1788,859.0976,1096.641,0.88288134,0.0,WDR,RPReplay_Final1741876315.mov,225
512.1095,692.0949,686.0578,1051.5905,0.7828973,0.0,WDR,RPReplay_Final1741876315.mov,250
452.0603,690.67145,805.2081,1070.652,0.8389586,0.0,WDR,RPReplay_Final1741876315.mov,275
502.21057,1071.4973,314.36734,287.5191,0.2529112,27.0,WDR,RPReplay_Final1741876315.mov,275
469.83496,699.06775,783.7634,1029.4988,0.69274086,0.0,WDR,RPReplay_Final1741876315.mov,300
443.1808,684.4936,829.3135,1073.7948,0.7850602,0.0,WDR,RPReplay_Final1741876315.mov,325
523.0161,684.4508,662.67255,1057.1768,0.689257,0.0,WDR,RPReplay_Final1741876315.mov,350
540.15967,680.1649,635.2096,1054.9238,0.86305785,0.0,WDR,RPReplay_Final1741876315.mov,375
491.31226,1078.9075,90.92233,270.33624,0.6919027,27.0,WDR,RPReplay_Final1741876315.mov,375
434.95743,695.3098,815.84,1040.343,0.9102182,0.0,WDR,RPReplay_Final1741876315.mov,400
214.47832,628.046,56.435516,152.38922,0.85545546,39.0,WDR,RPReplay_Final1741876315.mov,425
624.7294,614.33887,53.21411,134.69482,0.80984235,39.0,WDR,RPReplay_Final1741876315.mov,425
470.80347,603.6143,48.821167,119.772705,0.6718502,39.0,WDR,RPReplay_Final1741876315.mov,425
144.7119,492.46564,244.67392,335.65652,0.6361965,0.0,WDR,RPReplay_Final1741876315.mov,425
607.18835,626.67804,259.89178,588.5165,0.52823657,0.0,WDR,RPReplay_Final1741876315.mov,425
136.53122,722.5911,230.80121,799.8097,0.40266493,0.0,WDR,RPReplay_Final1741876315.mov,425
444.7607,695.03894,832.47186,176.02966,0.37231192,60.0,WDR,RPReplay_Final1741876315.mov,425
304.19495,638.3417,62.693512,143.83612,0.34988406,39.0,WDR,RPReplay_Final1741876315.mov,425
65.924904,1056.8667,94.72436,310.92743,0.3295945,56.0,WDR,RPReplay_Final1741876315.mov,425
748.0292,912.61975,213.24664,379.34845,0.31073496,0.0,WDR,RPReplay_Final1741876315.mov,425
721.90796,634.26807,45.149353,108.42151,0.30994824,39.0,WDR,RPReplay_Final1741876315.mov,425
616.54486,720.8734,234.10913,776.3955,0.30643064,0.0,WDR,RPReplay_Final1741876315.mov,425
305.9157,654.18286,66.53934,116.78607,0.2648283,41.0,WDR,RPReplay_Final1741876315.mov,425
214.3246,628.06616,56.417114,152.1557,0.8568083,39.0,WDR,RPReplay_Final1741876315.mov,450
625.27045,617.5492,52.82556,131.85004,0.7900163,39.0,WDR,RPReplay_Final1741876315.mov,450
470.6742,603.19745,48.59857,119.198,0.6462259,39.0,WDR,RPReplay_Final1741876315.mov,450
144.48956,492.61505,244.28021,334.15402,0.564944,0.0,WDR,RPReplay_Final1741876315.mov,450
607.92926,634.484,260.49368,605.318,0.55515444,0.0,WDR,RPReplay_Final1741876315.mov,450
137.269,724.4689,232.4404,801.647,0.4361437,0.0,WDR,RPReplay_Final1741876315.mov,450
304.0967,638.6438,62.311584,144.41376,0.41072232,39.0,WDR,RPReplay_Final1741876315.mov,450
721.7091,634.1496,45.648376,108.34216,0.39570004,39.0,WDR,RPReplay_Final1741876315.mov,450
444.68326,696.1134,832.5423,174.67725,0.36179683,60.0,WDR,RPReplay_Final1741876315.mov,450
747.7053,912.03204,213.6972,377.51453,0.33009192,0.0,WDR,RPReplay_Final1741876315.mov,450
65.62585,1057.6796,93.91098,309.82153,0.30615935,56.0,WDR,RPReplay_Final1741876315.mov,450
471.5707,607.3318,48.020752,112.13202,0.29307747,41.0,WDR,RPReplay_Final1741876315.mov,450
305.48584,656.1662,66.25931,112.604614,0.26037556,41.0,WDR,RPReplay_Final1741876315.mov,450
214.16068,627.98645,56.296753,151.96893,0.8532702,39.0,WDR,RPReplay_Final1741876315.mov,475
469.91913,602.5858,48.465057,120.043396,0.6686201,39.0,WDR,RPReplay_Final1741876315.mov,475
144.65688,493.6977,244.46805,335.35648,0.5454886,0.0,WDR,RPReplay_Final1741876315.mov,475
136.66273,725.0782,231.2465,801.7355,0.5419626,0.0,WDR,RPReplay_Final1741876315.mov,475
605.8918,662.71515,260.05835,666.0254,0.45521528,0.0,WDR,RPReplay_Final1741876315.mov,475
303.77704,639.36945,62.56247,145.81458,0.42459774,39.0,WDR,RPReplay_Final1741876315.mov,475
65.48149,1058.2168,93.81183,308.41608,0.397435,56.0,WDR,RPReplay_Final1741876315.mov,475
442.0652,815.49506,831.91187,429.95813,0.36074325,60.0,WDR,RPReplay_Final1741876315.mov,475
627.13806,633.8578,51.01361,97.951904,0.35289553,41.0,WDR,RPReplay_Final1741876315.mov,475
747.5381,907.7578,213.95898,369.7119,0.3472926,0.0,WDR,RPReplay_Final1741876315.mov,475
121.88833,840.61414,199.69774,567.46674,0.3350489,0.0,WDR,RPReplay_Final1741876315.mov,475
444.549,700.6156,828.9254,167.3045,0.29941916,60.0,WDR,RPReplay_Final1741876315.mov,475
610.2353,490.77658,248.84824,312.73077,0.2875244,0.0,WDR,RPReplay_Final1741876315.mov,475
471.53607,608.0165,48.35611,110.96796,0.25735867,41.0,WDR,RPReplay_Final1741876315.mov,475
214.12762,628.0216,56.301132,151.92944,0.84727246,39.0,WDR,RPReplay_Final1741876315.mov,500
623.84436,599.7042,55.739807,165.13824,0.69118404,39.0,WDR,RPReplay_Final1741876315.mov,500
145.18037,493.2353,245.7835,333.25735,0.66042507,0.0,WDR,RPReplay_Final1741876315.mov,500
471.66684,604.3395,47.724976,120.47894,0.6332072,39.0,WDR,RPReplay_Final1741876315.mov,500
610.8558,640.48083,262.6945,616.93475,0.52719456,0.0,WDR,RPReplay_Final1741876315.mov,500
134.68248,730.4429,226.87108,811.4424,0.48619458,0.0,WDR,RPReplay_Final1741876315.mov,500
628.61536,616.88135,48.495544,132.23267,0.4388695,39.0,WDR,RPReplay_Final1741876315.mov,500
66.44731,1058.2776,95.34093,309.2732,0.3423613,56.0,WDR,RPReplay_Final1741876315.mov,500
748.40094,913.7378,212.37598,382.43073,0.30884907,0.0,WDR,RPReplay_Final1741876315.mov,500
122.371506,850.32605,200.39532,550.1479,0.29729208,0.0,WDR,RPReplay_Final1741876315.mov,500
471.87054,607.7135,49.481354,113.513855,0.2936698,41.0,WDR,RPReplay_Final1741876315.mov,500
442.50235,708.08856,832.32135,193.00793,0.28869608,60.0,WDR,RPReplay_Final1741876315.mov,500
616.6772,490.45407,234.79337,311.25067,0.2748124,0.0,WDR,RPReplay_Final1741876315.mov,500
303.53516,639.14624,61.751007,145.11334,0.27203247,39.0,WDR,RPReplay_Final1741876315.mov,500
440.1187,695.3666,818.8806,1033.7444,0.939634,0.0,WDR,RPReplay_Final1741876315.mov,525
442.6038,691.2393,779.0087,1035.8419,0.85113114,0.0,WDR,RPReplay_Final1741876315.mov,550
460.0705,690.56323,812.59045,1043.4729,0.81978226,0.0,WDR,RPReplay_Final1741876315.mov,575
141.5717,429.9541,236.26308,462.81543,0.8976565,0.0,WDR,RPReplay_Final1741876315.mov,600
192.13037,613.6535,79.66646,216.63315,0.77073103,39.0,WDR,RPReplay_Final1741876315.mov,600
767.64246,600.4842,73.160095,178.6167,0.73517597,39.0,WDR,RPReplay_Final1741876315.mov,600
726.0436,424.17477,261.65045,438.02252,0.6452564,0.0,WDR,RPReplay_Final1741876315.mov,600
269.76883,638.99023,38.406982,66.08453,0.4738637,41.0,WDR,RPReplay_Final1741876315.mov,600
725.6212,649.7184,264.232,893.78955,0.40680268,0.0,WDR,RPReplay_Final1741876315.mov,600
437.3821,719.5294,841.5207,219.1958,0.39987355,60.0,WDR,RPReplay_Final1741876315.mov,600
470.1147,1226.6863,561.214,118.135376,0.3994478,60.0,WDR,RPReplay_Final1741876315.mov,600
444.17035,909.66254,840.5459,619.60583,0.3632952,60.0,WDR,RPReplay_Final1741876315.mov,600
738.09973,522.3126,55.791687,206.37396,0.33192548,27.0,WDR,RPReplay_Final1741876315.mov,600
315.40808,664.8695,87.3602,143.31305,0.28030497,41.0,WDR,RPReplay_Final1741876315.mov,600
316.72046,639.70996,85.46643,191.03009,0.26889178,39.0,WDR,RPReplay_Final1741876315.mov,600
141.51686,430.06042,236.42477,462.0265,0.8912263,0.0,WDR,RPReplay_Final1741876315.mov,625
192.29855,614.12024,78.80934,216.90948,0.7933127,39.0,WDR,RPReplay_Final1741876315.mov,625
720.62823,425.6297,273.2284,438.3938,0.7781943,0.0,WDR,RPReplay_Final1741876315.mov,625
766.57495,601.75244,72.47778,179.6016,0.68500733,39.0,WDR,RPReplay_Final1741876315.mov,625
441.8978,908.12585,838.20197,636.1723,0.53224236,60.0,WDR,RPReplay_Final1741876315.mov,625
268.42407,639.3247,36.060944,65.72778,0.5194959,41.0,WDR,RPReplay_Final1741876315.mov,625
550.4678,580.02264,67.90399,171.89651,0.45795983,41.0,WDR,RPReplay_Final1741876315.mov,625
720.6431,634.1568,277.136,855.7806,0.42676225,0.0,WDR,RPReplay_Final1741876315.mov,625
438.73566,717.198,840.5985,224.17511,0.42011282,60.0,WDR,RPReplay_Final1741876315.mov,625
550.5895,580.0145,68.75757,166.1286,0.33667314,39.0,WDR,RPReplay_Final1741876315.mov,625
316.34485,638.188,85.68356,193.32678,0.29482505,39.0,WDR,RPReplay_Final1741876315.mov,625
315.47495,663.2207,88.340515,145.58441,0.27055877,41.0,WDR,RPReplay_Final1741876315.mov,625
141.74231,428.048,236.58777,467.9029,0.89114565,0.0,WDR,RPReplay_Final1741876315.mov,650
191.7967,613.9964,79.28403,216.50699,0.78702676,39.0,WDR,RPReplay_Final1741876315.mov,650
766.6146,601.8618,71.647766,180.22107,0.75241065,39.0,WDR,RPReplay_Final1741876315.mov,650
444.30386,900.6959,837.3306,598.5517,0.5682239,60.0,WDR,RPReplay_Final1741876315.mov,650
269.64148,639.5803,38.592194,66.85272,0.54915816,41.0,WDR,RPReplay_Final1741876315.mov,650
720.61,674.8818,280.08624,941.85114,0.47553086,0.0,WDR,RPReplay_Final1741876315.mov,650
549.4824,581.2667,65.950745,161.63092,0.4111421,41.0,WDR,RPReplay_Final1741876315.mov,650
719.43054,422.36682,275.95966,441.11865,0.3849688,0.0,WDR,RPReplay_Final1741876315.mov,650
442.09058,718.275,835.5115,223.10046,0.3589356,60.0,WDR,RPReplay_Final1741876315.mov,650
469.83517,1226.7932,560.52155,118.026245,0.31823197,60.0,WDR,RPReplay_Final1741876315.mov,650
316.45892,640.8979,85.22104,188.39905,0.29581943,39.0,WDR,RPReplay_Final1741876315.mov,650
550.0216,579.26575,66.92975,164.18665,0.28262934,39.0,WDR,RPReplay_Final1741876315.mov,650
142.03963,429.87488,236.7985,467.35873,0.89516985,0.0,WDR,RPReplay_Final1741876315.mov,675
766.51465,601.5382,71.83502,178.72894,0.8328046,39.0,WDR,RPReplay_Final1741876315.mov,675
192.02963,613.78284,79.9949,216.69781,0.779166,39.0,WDR,RPReplay_Final1741876315.mov,675
268.36905,639.42004,36.248215,66.34375,0.58669174,41.0,WDR,RPReplay_Final1741876315.mov,675
443.12476,898.434,835.275,603.8058,0.5235296,60.0,WDR,RPReplay_Final1741876315.mov,675
721.41394,616.9181,277.64526,841.322,0.4432183,0.0,WDR,RPReplay_Final1741876315.mov,675
438.37463,718.1569,841.1444,220.30347,0.42964548,60.0,WDR,RPReplay_Final1741876315.mov,675
316.8062,635.98236,85.79016,197.01196,0.42257792,39.0,WDR,RPReplay_Final1741876315.mov,675
